Emittententicker,Name,Sektor,Anlageklasse,Marktwert,Gewichtung (%),Nominalwert,Nominale,Kurs,Standort,Börse,Marktwährung
"SAP","SAP","IT","Aktien","261.476.231,40","2,58","261.476.231,40","983.733,00","265,80","Deutschland","Xetra","EUR"
"ASML","ASML HOLDING NV","IT","Aktien","241.233.953,00","2,38","241.233.953,00","371.015,00","650,20","Niederlande","Euronext Amsterdam","EUR"
"NESN","NESTLE SA","Nichtzyklische Konsumgüter","Aktien","203.177.156,24","2,00","203.177.156,24","2.468.214,00","82,32","Schweiz","SIX Swiss Exchange","CHF"
"ROG","ROCHE HOLDING PAR AG","Gesundheitsversorgung","Aktien","182.473.389,16","1,80","182.473.389,16","662.337,00","275,50","Schweiz","SIX Swiss Exchange","CHF"
"NOVN","NOVARTIS AG","Gesundheitsversorgung","Aktien","179.267.708,26","1,77","179.267.708,26","1.791.624,00","100,06","Schweiz","SIX Swiss Exchange","CHF"
"HSBA","HSBC HOLDINGS PLC","Financials","Aktien","178.989.767,14","1,76","178.989.767,14","16.583.011,00","10,79","Vereinigtes Königreich","London Stock Exchange","GBP"
"AZN","ASTRAZENECA PLC","Gesundheitsversorgung","Aktien","174.322.533,47","1,72","174.322.533,47","1.460.790,00","119,33","Vereinigtes Königreich","London Stock Exchange","GBP"
"NOVO B","NOVO NORDISK CLASS B","Gesundheitsversorgung","Aktien","172.368.322,39","1,70","172.368.322,39","3.034.039,00","56,81","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"SHEL","SHELL PLC","Energie","Aktien","170.402.392,51","1,68","170.402.392,51","5.643.893,00","30,19","Vereinigtes Königreich","London Stock Exchange","GBP"
"SIE","SIEMENS N AG","Industrie","Aktien","161.445.812,00","1,59","161.445.812,00","714.362,00","226,00","Deutschland","Xetra","EUR"
"ALV","ALLIANZ","Financials","Aktien","125.516.865,00","1,24","125.516.865,00","363.817,00","345,00","Deutschland","Xetra","EUR"
"MC","LVMH","Zyklische Konsumgüter ","Aktien","123.533.714,70","1,22","123.533.714,70","259.062,00","476,85","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"SU","SCHNEIDER ELECTRIC","Industrie","Aktien","123.511.767,75","1,22","123.511.767,75","515.169,00","239,75","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"ULVR","UNILEVER PLC","Nichtzyklische Konsumgüter","Aktien","120.388.983,49","1,19","120.388.983,49","2.347.276,00","51,29","Vereinigtes Königreich","London Stock Exchange","GBP"
"SAN","BANCO SANTANDER SA","Financials","Aktien","104.429.927,97","1,03","104.429.927,97","14.325.093,00","7,29","Spanien","Bolsa De Madrid","EUR"
"AIR","AIRBUS GROUP","Industrie","Aktien","103.734.195,84","1,02","103.734.195,84","559.878,00","185,28","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"TTE","TOTALENERGIES","Energie","Aktien","101.546.562,26","1,00","101.546.562,26","1.917.058,00","52,97","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"DTE","DEUTSCHE TELEKOM N AG","Kommunikation","Aktien","100.947.107,22","0,99","100.947.107,22","3.295.694,00","30,63","Deutschland","Xetra","EUR"
"SAF","SAFRAN SA","Industrie","Aktien","95.881.830,00","0,94","95.881.830,00","337.850,00","283,80","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"UBSG","UBS GROUP AG","Financials","Aktien","95.518.609,81","0,94","95.518.609,81","3.088.551,00","30,93","Schweiz","SIX Swiss Exchange","CHF"
"AI","LAIR LIQUIDE SOCIETE ANONYME POUR","Materialien","Aktien","95.223.255,54","0,94","95.223.255,54","547.323,00","173,98","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"RR.","ROLLS-ROYCE HOLDINGS PLC","Industrie","Aktien","93.023.055,82","0,92","93.023.055,82","7.958.778,00","11,69","Vereinigtes Königreich","London Stock Exchange","GBP"
"SPOT","SPOTIFY TECHNOLOGY SA","Kommunikation","Aktien","89.984.499,47","0,89","89.984.499,47","144.636,00","622,14","Schweden","New York Stock Exchange Inc.","USD"
"SAN","SANOFI SA","Gesundheitsversorgung","Aktien","87.842.727,70","0,87","87.842.727,70","1.051.505,00","83,54","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"IBE","IBERDROLA SA","Versorger","Aktien","85.268.413,70","0,84","85.268.413,70","5.469.430,00","15,59","Spanien","Bolsa De Madrid","EUR"
"ABBN","ABB LTD","Industrie","Aktien","83.132.426,99","0,82","83.132.426,99","1.488.488,00","55,85","Schweiz","SIX Swiss Exchange","CHF"
"OR","LOREAL SA","Nichtzyklische Konsumgüter","Aktien","82.974.640,05","0,82","82.974.640,05","227.921,00","364,05","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"BATS","BRITISH AMERICAN TOBACCO","Nichtzyklische Konsumgüter","Aktien","82.050.088,21","0,81","82.050.088,21","1.859.471,00","44,13","Vereinigtes Königreich","London Stock Exchange","GBP"
"ZURN","ZURICH INSURANCE GROUP AG","Financials","Aktien","81.815.685,41","0,81","81.815.685,41","137.319,00","595,81","Schweiz","SIX Swiss Exchange","CHF"
"REL","RELX PLC","Industrie","Aktien","80.560.974,05","0,79","80.560.974,05","1.744.733,00","46,17","Vereinigtes Königreich","London Stock Exchange","GBP"
"CFR","COMPAGNIE FINANCIERE RICHEMONT SA","Zyklische Konsumgüter ","Aktien","78.124.644,28","0,77","78.124.644,28","504.875,00","154,74","Schweiz","SIX Swiss Exchange","CHF"
"RHM","RHEINMETALL AG","Industrie","Aktien","77.213.381,00","0,76","77.213.381,00","41.941,00","1.841,00","Deutschland","Xetra","EUR"
"UCG","UNICREDIT","Financials","Aktien","76.979.805,84","0,76","76.979.805,84","1.328.154,00","57,96","Italien","Borsa Italiana","EUR"
"BNP","BNP PARIBAS SA","Financials","Aktien","73.830.158,35","0,73","73.830.158,35","956.969,00","77,15","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"MUV2","MUENCHENER RUECKVERSICHERUNGS-GESE","Financials","Aktien","72.203.730,00","0,71","72.203.730,00","126.010,00","573,00","Deutschland","Xetra","EUR"
"RMS","HERMES INTERNATIONAL","Zyklische Konsumgüter ","Aktien","71.216.712,00","0,70","71.216.712,00","29.748,00","2.394,00","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"ISP","INTESA SANPAOLO","Financials","Aktien","70.178.198,92","0,69","70.178.198,92","14.247.934,00","4,93","Italien","Borsa Italiana","EUR"
"BBVA","BANCO BILBAO VIZCAYA ARGENTARIA SA","Financials","Aktien","69.380.584,84","0,68","69.380.584,84","5.433.092,00","12,77","Spanien","Bolsa De Madrid","EUR"
"CS","AXA SA","Financials","Aktien","69.380.687,54","0,68","69.380.687,54","1.668.206,00","41,59","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"BP.","BP PLC","Energie","Aktien","69.367.430,26","0,68","69.367.430,26","15.089.292,00","4,60","Vereinigtes Königreich","London Stock Exchange","GBP"
"EL","ESSILORLUXOTTICA SA","Gesundheitsversorgung","Aktien","68.689.797,00","0,68","68.689.797,00","281.285,00","244,20","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"GSK","GLAXOSMITHKLINE","Gesundheitsversorgung","Aktien","63.063.953,74","0,62","63.063.953,74","3.856.703,00","16,35","Vereinigtes Königreich","London Stock Exchange","GBP"
"BA.","BAE SYSTEMS PLC","Industrie","Aktien","62.083.375,90","0,61","62.083.375,90","2.825.059,00","21,98","Vereinigtes Königreich","London Stock Exchange","GBP"
"ENR","SIEMENS ENERGY N AG","Industrie","Aktien","60.909.329,58","0,60","60.909.329,58","637.527,00","95,54","Deutschland","Xetra","EUR"
"ENEL","ENEL","Versorger","Aktien","60.764.222,00","0,60","60.764.222,00","7.703.375,00","7,89","Italien","Borsa Italiana","EUR"
"PRX","PROSUS NV CLASS N","Zyklische Konsumgüter ","Aktien","60.197.317,95","0,59","60.197.317,95","1.227.765,00","49,03","Niederlande","Euronext Amsterdam","EUR"
"DG","VINCI SA","Industrie","Aktien","58.242.462,80","0,57","58.242.462,80","468.187,00","124,40","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"INGA","ING GROEP NV","Financials","Aktien","58.201.021,54","0,57","58.201.021,54","2.973.688,00","19,57","Niederlande","Euronext Amsterdam","EUR"
"NG.","NATIONAL GRID PLC","Versorger","Aktien","56.354.664,02","0,56","56.354.664,02","4.637.861,00","12,15","Vereinigtes Königreich","London Stock Exchange","GBP"
"LSEG","LONDON STOCK EXCHANGE GROUP PLC","Financials","Aktien","56.282.116,80","0,55","56.282.116,80","448.041,00","125,62","Vereinigtes Königreich","London Stock Exchange","GBP"
"BARC","BARCLAYS PLC","Financials","Aktien","55.266.634,25","0,54","55.266.634,25","13.598.333,00","4,06","Vereinigtes Königreich","London Stock Exchange","GBP"
"RIO","RIO TINTO PLC","Materialien","Aktien","54.336.902,86","0,54","54.336.902,86","1.060.028,00","51,26","Vereinigtes Königreich","London Stock Exchange","GBP"
"ABI","ANHEUSER-BUSCH INBEV SA","Nichtzyklische Konsumgüter","Aktien","54.130.592,44","0,53","54.130.592,44","927.529,00","58,36","Belgien","Nyse Euronext - Euronext Brussels","EUR"
"RACE","FERRARI NV","Zyklische Konsumgüter ","Aktien","51.342.851,70","0,51","51.342.851,70","118.111,00","434,70","Italien","Borsa Italiana","EUR"
"LLOY","LLOYDS BANKING GROUP PLC","Financials","Aktien","51.142.519,35","0,50","51.142.519,35","56.513.542,00","0,90","Vereinigtes Königreich","London Stock Exchange","GBP"
"IFX","INFINEON TECHNOLOGIES AG","IT","Aktien","46.941.209,70","0,46","46.941.209,70","1.230.438,00","38,15","Deutschland","Xetra","EUR"
"DB1","DEUTSCHE BOERSE AG","Financials","Aktien","46.443.420,40","0,46","46.443.420,40","176.189,00","263,60","Deutschland","Xetra","EUR"
"DGE","DIAGEO PLC","Nichtzyklische Konsumgüter","Aktien","46.046.724,46","0,45","46.046.724,46","2.079.445,00","22,14","Vereinigtes Königreich","London Stock Exchange","GBP"
"CPG","COMPASS GROUP PLC","Zyklische Konsumgüter ","Aktien","46.012.559,87","0,45","46.012.559,87","1.594.892,00","28,85","Vereinigtes Königreich","London Stock Exchange","GBP"
"DBK","DEUTSCHE BANK AG","Financials","Aktien","45.851.609,85","0,45","45.851.609,85","1.766.581,00","25,95","Deutschland","Xetra","EUR"
"III","3I GROUP PLC","Financials","Aktien","45.001.539,15","0,44","45.001.539,15","916.282,00","49,11","Vereinigtes Königreich","London Stock Exchange","GBP"
"ITX","INDUSTRIA DE DISENO TEXTIL INDITEX","Zyklische Konsumgüter ","Aktien","43.784.906,80","0,43","43.784.906,80","1.034.615,00","42,32","Spanien","Bolsa De Madrid","EUR"
"SREN","SWISS RE AG","Financials","Aktien","43.707.129,28","0,43","43.707.129,28","284.822,00","153,45","Schweiz","SIX Swiss Exchange","CHF"
"NWG","NATWEST GROUP PLC","Financials","Aktien","43.553.549,72","0,43","43.553.549,72","7.580.214,00","5,75","Vereinigtes Königreich","London Stock Exchange","GBP"
"SGO","COMPAGNIE DE SAINT GOBAIN SA","Industrie","Aktien","42.333.952,05","0,42","42.333.952,05","421.863,00","100,35","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"INVE B","INVESTOR CLASS B","Financials","Aktien","42.122.739,82","0,41","42.122.739,82","1.627.866,00","25,88","Schweden","Nasdaq Omx Nordic","SEK"
"BN","DANONE SA","Nichtzyklische Konsumgüter","Aktien","41.584.825,44","0,41","41.584.825,44","614.433,00","67,68","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"LONN","LONZA GROUP AG","Gesundheitsversorgung","Aktien","41.405.199,26","0,41","41.405.199,26","67.763,00","611,03","Schweiz","SIX Swiss Exchange","CHF"
"EXPN","EXPERIAN PLC","Industrie","Aktien","40.369.973,30","0,40","40.369.973,30","859.442,00","46,97","Vereinigtes Königreich","London Stock Exchange","GBP"
"DSV","DSV","Industrie","Aktien","39.987.915,23","0,39","39.987.915,23","193.416,00","206,75","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"RKT","RECKITT BENCKISER GROUP PLC","Nichtzyklische Konsumgüter","Aktien","37.131.754,54","0,37","37.131.754,54","644.049,00","57,65","Vereinigtes Königreich","London Stock Exchange","GBP"
"ADYEN","ADYEN NV","Financials","Aktien","36.681.375,60","0,36","36.681.375,60","23.641,00","1.551,60","Niederlande","Euronext Amsterdam","EUR"
"NDA FI","NORDEA BANK","Financials","Aktien","36.390.489,30","0,36","36.390.489,30","2.995.102,00","12,15","Finnland","Nasdaq Omx Helsinki Ltd.","EUR"
"ATCO A","ATLAS COPCO CLASS A","Industrie","Aktien","36.221.488,05","0,36","36.221.488,05","2.521.462,00","14,37","Schweden","Nasdaq Omx Nordic","SEK"
"MBG","MERCEDES-BENZ GROUP N AG","Zyklische Konsumgüter ","Aktien","35.728.562,89","0,35","35.728.562,89","688.279,00","51,91","Deutschland","Xetra","EUR"
"BAS","BASF N","Materialien","Aktien","35.714.227,26","0,35","35.714.227,26","839.742,00","42,53","Deutschland","Xetra","EUR"
"DHL","DEUTSCHE POST AG","Industrie","Aktien","35.692.593,28","0,35","35.692.593,28","914.257,00","39,04","Deutschland","Xetra","EUR"
"ALC","ALCON AG","Gesundheitsversorgung","Aktien","35.566.726,03","0,35","35.566.726,03","476.155,00","74,70","Schweiz","SIX Swiss Exchange","CHF"
"GIVN","GIVAUDAN SA","Materialien","Aktien","35.332.236,03","0,35","35.332.236,03","8.738,00","4.043,52","Schweiz","SIX Swiss Exchange","CHF"
"HLN","HALEON PLC","Gesundheitsversorgung","Aktien","34.986.789,91","0,34","34.986.789,91","8.426.143,00","4,15","Vereinigtes Königreich","London Stock Exchange","GBP"
"VOLV B","VOLVO CLASS B","Industrie","Aktien","34.601.363,46","0,34","34.601.363,46","1.482.511,00","23,34","Schweden","Nasdaq Omx Nordic","SEK"
"GLEN","GLENCORE PLC","Materialien","Aktien","33.674.349,65","0,33","33.674.349,65","9.594.094,00","3,51","Vereinigtes Königreich","London Stock Exchange","GBP"
"ADS","ADIDAS N AG","Zyklische Konsumgüter ","Aktien","33.652.272,50","0,33","33.652.272,50","162.965,00","206,50","Deutschland","Xetra","EUR"
"GLE","SOCIETE GENERALE SA","Financials","Aktien","33.471.606,68","0,33","33.471.606,68","674.287,00","49,64","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"EOAN","E.ON N","Versorger","Aktien","33.379.447,66","0,33","33.379.447,66","2.104.631,00","15,86","Deutschland","Xetra","EUR"
"ENGI","ENGIE SA","Versorger","Aktien","33.250.968,12","0,33","33.250.968,12","1.716.179,00","19,38","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"HOLN","HOLCIM LTD AG","Materialien","Aktien","33.215.262,51","0,33","33.215.262,51","490.889,00","67,66","Schweiz","SIX Swiss Exchange","CHF"
"WKL","WOLTERS KLUWER NV","Industrie","Aktien","31.713.071,60","0,31","31.713.071,60","224.756,00","141,10","Niederlande","Euronext Amsterdam","EUR"
"SIKA","SIKA AG","Materialien","Aktien","31.190.187,99","0,31","31.190.187,99","142.977,00","218,15","Schweiz","SIX Swiss Exchange","CHF"
"AD","KONINKLIJKE AHOLD DELHAIZE NV","Nichtzyklische Konsumgüter","Aktien","30.493.470,75","0,30","30.493.470,75","865.063,00","35,25","Niederlande","Euronext Amsterdam","EUR"
"TSCO","TESCO PLC","Nichtzyklische Konsumgüter","Aktien","30.116.176,83","0,30","30.116.176,83","6.315.015,00","4,77","Vereinigtes Königreich","London Stock Exchange","GBP"
"LR","LEGRAND SA","Industrie","Aktien","30.078.155,25","0,30","30.078.155,25","247.455,00","121,55","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"STAN","STANDARD CHARTERED PLC","Financials","Aktien","29.884.612,13","0,29","29.884.612,13","1.937.290,00","15,43","Vereinigtes Königreich","London Stock Exchange","GBP"
"AMS","AMADEUS IT GROUP SA","Zyklische Konsumgüter ","Aktien","29.578.254,20","0,29","29.578.254,20","417.890,00","70,78","Spanien","Bolsa De Madrid","EUR"
"ENI","ENI","Energie","Aktien","29.245.231,76","0,29","29.245.231,76","2.067.093,00","14,15","Italien","Borsa Italiana","EUR"
"ARGX","ARGENX","Gesundheitsversorgung","Aktien","28.449.712,80","0,28","28.449.712,80","57.966,00","490,80","Belgien","Nyse Euronext - Euronext Brussels","EUR"
"UMG","UNIVERSAL MUSIC GROUP NV","Kommunikation","Aktien","27.794.038,56","0,27","27.794.038,56","1.032.468,00","26,92","Niederlande","Euronext Amsterdam","EUR"
"CABK","CAIXABANK SA","Financials","Aktien","27.293.479,92","0,27","27.293.479,92","3.685.320,00","7,41","Spanien","Bolsa De Madrid","EUR"
"ASSA B","ASSA ABLOY B","Industrie","Aktien","26.551.256,18","0,26","26.551.256,18","940.051,00","28,24","Schweden","Nasdaq Omx Nordic","SEK"
"AAL","ANGLO AMERICAN PLC","Materialien","Aktien","26.325.572,99","0,26","26.325.572,99","1.035.440,00","25,42","Vereinigtes Königreich","London Stock Exchange","GBP"
"PRU","PRUDENTIAL PLC","Financials","Aktien","26.135.012,54","0,26","26.135.012,54","2.456.379,00","10,64","Vereinigtes Königreich","London Stock Exchange","GBP"
"PGHN","PARTNERS GROUP HOLDING AG","Financials","Aktien","26.081.427,87","0,26","26.081.427,87","21.646,00","1.204,91","Schweiz","SIX Swiss Exchange","CHF"
"BAYN","BAYER AG","Gesundheitsversorgung","Aktien","25.795.164,68","0,25","25.795.164,68","922.244,00","27,97","Deutschland","Xetra","EUR"
"G","ASSICURAZIONI GENERALI","Financials","Aktien","25.435.287,40","0,25","25.435.287,40","810.041,00","31,40","Italien","Borsa Italiana","EUR"
"HEI","HEIDELBERG MATERIALS AG","Materialien","Aktien","25.021.631,25","0,25","25.021.631,25","125.895,00","198,75","Deutschland","Xetra","EUR"
"IMB","IMPERIAL BRANDS PLC","Nichtzyklische Konsumgüter","Aktien","24.932.144,62","0,25","24.932.144,62","739.599,00","33,71","Vereinigtes Königreich","London Stock Exchange","GBP"
"CBK","COMMERZBANK AG","Financials","Aktien","23.672.036,24","0,23","23.672.036,24","833.816,00","28,39","Deutschland","Xetra","EUR"
"SLHN","SWISS LIFE HOLDING AG","Financials","Aktien","23.415.468,82","0,23","23.415.468,82","26.651,00","878,60","Schweiz","SIX Swiss Exchange","CHF"
"BMW","BMW AG","Zyklische Konsumgüter ","Aktien","23.274.822,40","0,23","23.274.822,40","277.610,00","83,84","Deutschland","Xetra","EUR"
"AHT","ASHTEAD GROUP PLC","Industrie","Aktien","23.034.838,23","0,23","23.034.838,23","412.539,00","55,84","Vereinigtes Königreich","London Stock Exchange","GBP"
"ASM","ASM INTERNATIONAL NV","IT","Aktien","22.714.791,00","0,22","22.714.791,00","43.565,00","521,40","Niederlande","Euronext Amsterdam","EUR"
"ORA","ORANGE SA","Kommunikation","Aktien","22.711.064,28","0,22","22.711.064,28","1.723.146,00","13,18","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"DANSKE","DANSKE BANK","Financials","Aktien","22.511.886,48","0,22","22.511.886,48","661.206,00","34,05","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"SSE","SSE PLC","Versorger","Aktien","22.259.715,00","0,22","22.259.715,00","1.040.303,00","21,40","Vereinigtes Königreich","London Stock Exchange","GBP"
"HO","THALES SA","Industrie","Aktien","22.025.020,00","0,22","22.025.020,00","88.525,00","248,80","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"SAMPO","SAMPO CLASS A","Financials","Aktien","21.932.277,30","0,22","21.932.277,30","2.327.279,00","9,42","Finnland","Nasdaq Omx Helsinki Ltd.","EUR"
"SEB A","SKANDINAVISKA ENSKILDA BANKEN","Financials","Aktien","21.882.259,56","0,22","21.882.259,56","1.507.968,00","14,51","Schweden","Nasdaq Omx Nordic","SEK"
"FER","FERROVIAL","Industrie","Aktien","21.729.331,02","0,21","21.729.331,02","479.253,00","45,34","Spanien","Bolsa De Madrid","EUR"
"EBS","ERSTE GROUP BANK AG","Financials","Aktien","21.725.251,50","0,21","21.725.251,50","286.802,00","75,75","Österreich","Wiener Boerse Ag","EUR"
"SAND","SANDVIK","Industrie","Aktien","21.511.965,74","0,21","21.511.965,74","1.017.635,00","21,14","Schweden","Nasdaq Omx Nordic","SEK"
"AMRZ","AMRIZE AG","Materialien","Aktien","21.282.191,57","0,21","21.282.191,57","490.928,00","43,35","Schweiz","SIX Swiss Exchange","CHF"
"UCB","UCB SA","Gesundheitsversorgung","Aktien","21.191.808,00","0,21","21.191.808,00","121.792,00","174,00","Belgien","Nyse Euronext - Euronext Brussels","EUR"
"RWE","RWE AG","Versorger","Aktien","21.181.803,06","0,21","21.181.803,06","585.618,00","36,17","Deutschland","Xetra","EUR"
"HEIA","HEINEKEN NV","Nichtzyklische Konsumgüter","Aktien","21.058.113,30","0,21","21.058.113,30","275.991,00","76,30","Niederlande","Euronext Amsterdam","EUR"
"CAP","CAPGEMINI","IT","Aktien","21.041.863,50","0,21","21.041.863,50","152.754,00","137,75","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"GEBN","GEBERIT AG","Industrie","Aktien","20.930.168,71","0,21","20.930.168,71","31.573,00","662,91","Schweiz","SIX Swiss Exchange","CHF"
"AV.","AVIVA PLC","Financials","Aktien","20.778.334,87","0,20","20.778.334,87","2.826.685,00","7,35","Vereinigtes Königreich","London Stock Exchange","GBP"
"NOKIA","NOKIA","IT","Aktien","20.607.559,25","0,20","20.607.559,25","4.958.508,00","4,16","Finnland","Nasdaq Omx Helsinki Ltd.","EUR"
"ML","MICHELIN","Zyklische Konsumgüter ","Aktien","20.547.306,57","0,20","20.547.306,57","637.917,00","32,21","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"DSY","DASSAULT SYSTEMES","IT","Aktien","20.267.119,50","0,20","20.267.119,50","627.465,00","32,30","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"MTX","MTU AERO ENGINES HOLDING AG","Industrie","Aktien","19.932.291,70","0,20","19.932.291,70","51.253,00","388,90","Deutschland","Xetra","EUR"
"NSIS B","NOVOZYMES B","Materialien","Aktien","19.638.710,58","0,19","19.638.710,58","324.987,00","60,43","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"VNA","VONOVIA SE","Immobilien","Aktien","19.620.334,14","0,19","19.620.334,14","702.231,00","27,94","Deutschland","Xetra","EUR"
"RYA","RYANAIR HOLDINGS PLC","Industrie","Aktien","18.838.419,00","0,19","18.838.419,00","797.900,00","23,61","Irland","Irish Stock Exchange - All Market","EUR"
"KBC","KBC GROEP","Financials","Aktien","18.665.807,60","0,18","18.665.807,60","212.740,00","87,74","Belgien","Nyse Euronext - Euronext Brussels","EUR"
"SDZ","SANDOZ GROUP AG","Gesundheitsversorgung","Aktien","18.662.833,92","0,18","18.662.833,92","387.484,00","48,16","Schweiz","SIX Swiss Exchange","CHF"
"DNB","DNB BANK","Financials","Aktien","18.647.323,87","0,18","18.647.323,87","864.203,00","21,58","Norwegen","Oslo Bors Asa","NOK"
